Grid_Sco00re			Grid_Score	Grid_vdw	Grid_es	Int_energy
2hoj_LIGfilip-balloon_mol0286	mol286	0	-74.689301	-36.072510	-38.616795	6.784156
2hoj_LIGfilip-balloon_mol0287	mol287	0	-8.156551	-52.943481	44.786930	12.870300
2hoj_LIGfilip-balloon_mol0288	mol288	0	-55.616909	-44.037022	-11.579887	17.505718
2hoj_LIGfilip-balloon_mol0289	mol289	0	3.797817	-30.348499	34.146317	3.337464
2hoj_LIGfilip-balloon_mol0290	mol290	0	5.372437	-46.480820	51.853256	11.215712
2hoj_LIGfilip-balloon_mol0291	mol291	0	-26.613157	-52.317036	25.703878	16.373339
2hoj_LIGfilip-balloon_mol0292	mol292	0	-76.797493	-33.394947	-43.402546	9.446758
2hoj_LIGfilip-balloon_mol0293	mol293	0				
2hoj_LIGfilip-balloon_mol0294	mol294	0	2.292038	-42.397865	44.689903	5.112310
2hoj_LIGfilip-balloon_mol0295	mol295	0	-21.676617	-39.124737	17.448120	5.834770
2hoj_LIGfilip-balloon_mol0296	mol296	0	-23.062916	-41.670063	18.607147	11.733665
2hoj_LIGfilip-balloon_mol0297	mol297	0	-74.724701	-30.417564	-44.307137	11.747984
2hoj_LIGfilip-balloon_mol0298	mol298	0	-21.415697	-39.541016	18.125319	7.274168
2hoj_LIGfilip-balloon_mol0299	mol299	0	-14.001286	-33.314713	19.313427	6.216447
2hoj_LIGfilip-balloon_mol0300	mol300	0	-20.782080	-41.185661	20.403582	3.785392
2hoj_LIGfilip-balloon_mol0301	mol301	0	-79.410675	-39.842556	-39.568119	3.422660
2hoj_LIGfilip-balloon_mol0302	mol302	0	-18.047554	-41.264347	23.216793	6.594276
2hoj_LIGfilip-balloon_mol0303	mol303	0	-106.259186	-34.902943	-71.356247	5.062572
2hoj_LIGfilip-balloon_mol0304	mol304	0	8.179024	-34.195435	42.374458	3.335100
2hoj_LIGfilip-balloon_mol0305	mol305	0	-38.323875	-55.552372	17.228497	10.365113
2hoj_LIGfilip-balloon_mol0306	mol306	0	-79.626724	-31.571054	-48.055672	7.435566
2hoj_LIGfilip-balloon_mol0307	mol307	0	-80.769638	-36.623966	-44.145668	6.472077
2hoj_LIGfilip-balloon_mol0308	mol308	0	-78.751846	-42.760845	-35.991005	4.381207
2hoj_LIGfilip-balloon_mol0309	mol309	1	-65.122704	-35.365402	-29.757301	8.016520
2hoj_LIGfilip-balloon_mol0310	mol310	0	3.416323	-31.020800	34.437122	6.205770
2hoj_LIGfilip-balloon_mol0311	mol311	0	-69.882072	-35.139351	-34.742722	5.749744
2hoj_LIGfilip-balloon_mol0312	mol312	0	-77.775986	-31.133776	-46.642208	4.377228
2hoj_LIGfilip-balloon_mol0313	mol313	0	-30.567928	-50.412773	19.844845	13.082264
2hoj_LIGfilip-balloon_mol0314	mol314	0	4.971882	-38.563133	43.535015	9.674338
2hoj_LIGfilip-balloon_mol0315	mol315	0	-71.505653	-33.079391	-38.426262	6.182724
2hoj_LIGfilip-balloon_mol0316	mol316	0	6.592953	-35.108494	41.701447	10.782386
2hoj_LIGfilip-balloon_mol0317	mol317	0	-74.970917	-35.375374	-39.595543	7.279769
2hoj_LIGfilip-balloon_mol0318	mol318	0	-75.861542	-39.115997	-36.745548	4.235003
2hoj_LIGfilip-balloon_mol0319	mol319	0	-72.889908	-36.267124	-36.622780	4.773530
2hoj_LIGfilip-balloon_mol0320	mol320	0	6.568489	-46.740807	53.309296	15.224672
2hoj_LIGfilip-balloon_mol0321	mol321	0	3.000477	-37.295162	40.295639	9.921897
2hoj_LIGfilip-balloon_mol0322	mol322	0	7.003799	-36.998718	44.002518	10.147524
2hoj_LIGfilip-balloon_mol0323	mol323	0	12.652943	-44.349312	57.002254	7.996910
2hoj_LIGfilip-balloon_mol0324	mol324	0	-5.296951	-45.606514	40.309563	22.852282
2hoj_LIGfilip-balloon_mol0325	mol325	0	-19.429279	-40.870544	21.441265	11.567060
2hoj_LIGfilip-balloon_mol0326	mol326	0	-19.760664	-40.468929	20.708265	5.099208
2hoj_LIGfilip-balloon_mol0327	mol327	0	-18.295424	-40.829319	22.533895	10.877229
2hoj_LIGfilip-balloon_mol0328	mol328	0	-75.004021	-37.656204	-37.347816	3.198941
2hoj_LIGfilip-balloon_mol0329	mol329	0	-72.664200	-37.361450	-35.302750	2.236956
2hoj_LIGfilip-balloon_mol0330	mol330	0	-51.672112	-34.544312	-17.127800	3.320748
2hoj_LIGfilip-balloon_mol0331	mol331	0	-1.134567	-41.345131	40.210564	8.268100
2hoj_LIGfilip-balloon_mol0332	mol332	0	-100.322495	-39.040001	-61.282494	6.813300
2hoj_LIGfilip-balloon_mol0333	mol333	0	-31.098942	-48.497635	17.398693	17.267265
2hoj_LIGfilip-balloon_mol0334	mol334	0	2.655243	-39.103428	41.758671	7.924677
2hoj_LIGfilip-balloon_mol0335	mol335	0	-73.380798	-35.097279	-38.283516	3.453341
2hoj_LIGfilip-balloon_mol0336	mol336	0	-79.390518	-35.289825	-44.100689	7.590425
2hoj_LIGfilip-balloon_mol0337	mol337	0	-2.058624	-45.478424	43.419800	11.497563
2hoj_LIGfilip-balloon_mol0338	mol338	0	2.412678	-36.853085	39.265762	10.765135
2hoj_LIGfilip-balloon_mol0339	mol339	0	-68.726013	-35.238037	-33.487972	5.460930
2hoj_LIGfilip-balloon_mol0340	mol340	0	-49.837494	-40.555149	-9.282345	10.360205
2hoj_LIGfilip-balloon_mol0341	mol341	0	-27.612452	-44.671177	17.058725	23.888132
2hoj_LIGfilip-balloon_mol0342	mol342	0	-30.651653	-50.062344	19.410690	10.856107
2hoj_LIGfilip-balloon_mol0343	mol343	0	-21.123535	-41.039715	19.916180	3.928244
2hoj_LIGfilip-balloon_mol0344	mol344	0	-67.756142	-32.263084	-35.493057	7.183603
2hoj_LIGfilip-balloon_mol0345	mol345	0	-24.149826	-43.942795	19.792969	9.538231
2hoj_LIGfilip-balloon_mol0346	mol346	0	-21.389721	-41.104935	19.715214	7.039312
2hoj_LIGfilip-balloon_mol0347	mol347	0	-68.752686	-34.040051	-34.712639	2.443107
2hoj_LIGfilip-balloon_mol0348	mol348	0	-108.835266	-40.997929	-67.837334	15.103277
2hoj_LIGfilip-balloon_mol0349	mol349	0	15.454405	-19.419695	34.874100	14.600706
2hoj_LIGfilip-balloon_mol0350	mol350	0	-17.041431	-31.785786	14.744354	7.720530
2hoj_LIGfilip-balloon_mol0351	mol351	0	-74.126183	-36.506977	-37.619205	6.800444
2hoj_LIGfilip-balloon_mol0352	mol352	0	-49.507435	-35.131542	-14.375892	5.678669
2hoj_LIGfilip-balloon_mol0353	mol353	0	-14.403715	-36.030132	21.626417	9.072966
2hoj_LIGfilip-balloon_mol0354	mol354	0	22.016354	-37.387810	59.404163	8.096443
2hoj_LIGfilip-balloon_mol0355	mol355	0	-5.087894	-51.697300	46.609406	12.711981
2hoj_LIGfilip-balloon_mol0356	mol356	0	-18.902821	-40.320412	21.417591	6.432134
2hoj_LIGfilip-balloon_mol0357	mol357	0	-54.516640	-41.629684	-12.886956	4.403022
2hoj_LIGfilip-balloon_mol0358	mol358	0	6.540295	-38.374168	44.914463	7.758732
2hoj_LIGfilip-balloon_mol0359	mol359	0	-72.799675	-33.536419	-39.263256	6.707728
2hoj_LIGfilip-balloon_mol0360	mol360	0	10.886261	-33.607586	44.493847	9.384086
2hoj_LIGfilip-balloon_mol0361	mol361	0	-71.853531	-33.196644	-38.656891	5.203544
2hoj_LIGfilip-balloon_mol0362	mol362	0	2.711498	-38.594452	41.305950	8.957261
2hoj_LIGfilip-balloon_mol0363	mol363	0	2.891953	-41.317757	44.209709	5.353284
2hoj_LIGfilip-balloon_mol0364	mol364	0	-45.797806	-44.947285	-0.850522	8.927930
2hoj_LIGfilip-balloon_mol0365	mol365	0	-73.224625	-33.044952	-40.179676	9.238109
2hoj_LIGfilip-balloon_mol0366	mol366	0	-69.994797	-32.137119	-37.857674	1.486348
2hoj_LIGfilip-balloon_mol0367	mol367	0	-108.123390	-38.436775	-69.686615	14.086102
2hoj_LIGfilip-balloon_mol0368	mol368	0	-69.487221	-33.283718	-36.203503	6.192190
2hoj_LIGfilip-balloon_mol0369	mol369	1	-64.185036	-26.465101	-37.719933	0.353681
2hoj_LIGfilip-balloon_mol0370	mol370	0	-104.214722	-27.744551	-76.470169	8.740403
2hoj_LIGfilip-balloon_mol0371	mol371	0	-56.439240	-40.021950	-16.417288	9.283227
2hoj_LIGfilip-balloon_mol0372	mol372	0	-27.660948	-48.500069	20.839121	3.568405
2hoj_LIGfilip-balloon_mol0373	mol373	0	-48.574089	-37.143883	-11.430205	6.446679
2hoj_LIGfilip-balloon_mol0374	mol374	0	-23.656670	-45.758812	22.102142	9.556456
2hoj_LIGfilip-balloon_mol0375	mol375	0	-32.462921	-52.467941	20.005020	8.187322
2hoj_LIGfilip-balloon_mol0376	mol376	0	-19.424936	-36.296799	16.871862	8.169971
2hoj_LIGfilip-balloon_mol0377	mol377	0	-25.792080	-41.291229	15.499149	7.698327
2hoj_LIGfilip-balloon_mol0378	mol378	0	-27.044098	-44.500801	17.456703	19.586388
2hoj_LIGfilip-balloon_mol0379	mol379	0	-2.267834	-46.099670	43.831837	15.896934
2hoj_LIGfilip-balloon_mol0380	mol380	0	-0.889679	-50.513042	49.623363	10.872047
2hoj_LIGfilip-balloon_mol0381	mol381	0	-46.785358	-33.094128	-13.691231	8.187205
2hoj_LIGfilip-balloon_mol0382	mol382	0	-22.446438	-41.913437	19.466999	10.673460
2hoj_LIGfilip-balloon_mol0383	mol383	0	-80.941147	-38.914677	-42.026466	2.896112
2hoj_LIGfilip-balloon_mol0384	mol384	0	-21.305130	-42.358601	21.053471	5.650077
2hoj_LIGfilip-balloon_mol0385	mol385	0	-22.723282	-43.511497	20.788216	11.682382
2hoj_LIGfilip-balloon_mol0386	mol386	0	-16.284113	-38.433949	22.149836	8.016106
2hoj_LIGfilip-balloon_mol0387	mol387	0	0.160458	-40.431259	40.591717	4.888840
2hoj_LIGfilip-balloon_mol0388	mol388	0	7.973839	-34.084690	42.058529	8.139419
2hoj_LIGfilip-balloon_mol0389	mol389	0	-69.971283	-36.686295	-33.284988	6.448456
2hoj_LIGfilip-balloon_mol0390	mol390	0	8.124367	-35.941425	44.065792	11.398999
2hoj_LIGfilip-balloon_mol0391	mol391	0	5.673950	-37.955055	43.629005	3.125442
2hoj_LIGfilip-balloon_mol0392	mol392	0	-61.958950	-27.583485	-34.375465	0.546563
2hoj_LIGfilip-balloon_mol0393	mol393	0	-55.176697	-40.186626	-14.990071	7.467661
2hoj_LIGfilip-balloon_mol0394	mol394	0	-23.011724	-42.211689	19.199965	8.667077
2hoj_LIGfilip-balloon_mol0395	mol395	0	2.586292	-42.809525	45.395817	9.450398
2hoj_LIGfilip-balloon_mol0396	mol396	0	-98.207687	-34.108093	-64.099594	4.085719
2hoj_LIGfilip-balloon_mol0397	mol397	0	-16.113987	-33.755905	17.641918	10.501676
2hoj_LIGfilip-balloon_mol0398	mol398	0	-69.189529	-29.909883	-39.279648	5.126542
2hoj_LIGfilip-balloon_mol0399	mol399	0	-13.485439	-33.046272	19.560833	7.721429
2hoj_LIGfilip-balloon_mol0400	mol400	0	-26.078510	-45.116116	19.037605	19.365877
2hoj_LIGfilip-balloon_mol0401	mol401	0	-27.792498	-51.539524	23.747026	15.980299
2hoj_LIGfilip-balloon_mol0402	mol402	0	-79.034882	-35.957329	-43.077549	5.155750
2hoj_LIGfilip-balloon_mol0403	mol403	0	-19.203047	-37.891857	18.688810	6.204949
2hoj_LIGfilip-balloon_mol0404	mol404	0	-20.198883	-38.818443	18.619560	7.976751
2hoj_LIGfilip-balloon_mol0405	mol405	0	-99.572556	-45.591343	-53.981216	8.282834
2hoj_LIGfilip-balloon_mol0406	mol406	0	-45.986076	-30.548395	-15.437679	6.382511
2hoj_LIGfilip-balloon_mol0407	mol407	0	-21.734711	-40.981945	19.247234	6.553264
2hoj_LIGfilip-balloon_mol0408	mol408	0	-19.210238	-37.704384	18.494146	16.950954
2hoj_LIGfilip-balloon_mol0409	mol409	0	-24.697643	-40.766788	16.069145	5.454281
2hoj_LIGfilip-balloon_mol0410	mol410	0	-102.716965	-34.243942	-68.473022	4.719102
2hoj_LIGfilip-balloon_mol0411	mol411	0	-22.131536	-44.557652	22.426115	3.597601
2hoj_LIGfilip-balloon_mol0412	mol412	0	-27.468813	-48.911503	21.442690	6.232998
2hoj_LIGfilip-balloon_mol0413	mol413	0	-21.859818	-39.165245	17.305428	6.297320
2hoj_LIGfilip-balloon_mol0414	mol414	0	-80.223419	-38.579411	-41.644012	5.325829
2hoj_LIGfilip-balloon_mol0415	mol415	0	-31.002811	-51.172787	20.169975	22.200001
2hoj_LIGfilip-balloon_mol0416	mol416	0	-70.098892	-36.920238	-33.178658	1.375086
2hoj_LIGfilip-balloon_mol0417	mol417	0	-3.859787	-51.460384	47.600597	14.402287
2hoj_LIGfilip-balloon_mol0418	mol418	0	0.061890	-39.255398	39.317287	7.232003
2hoj_LIGfilip-balloon_mol0419	mol419	0	-43.861080	-33.314941	-10.546140	17.055441
2hoj_LIGfilip-balloon_mol0420	mol420	0	-72.138649	-31.429243	-40.709408	4.162452
2hoj_LIGfilip-balloon_mol0421	mol421	0	3.074207	-40.513992	43.588200	17.394892
2hoj_LIGfilip-balloon_mol0422	mol422	0	-2.031578	-43.160385	41.128807	24.741478
2hoj_LIGfilip-balloon_mol0423	mol423	0	-1.198021	-44.868603	43.670582	13.344258
2hoj_LIGfilip-balloon_mol0424	mol424	0	-45.987129	-34.129303	-11.857824	6.395316
2hoj_LIGfilip-balloon_mol0425	mol425	0	-3.706924	-50.633133	46.926208	7.478210
2hoj_LIGfilip-balloon_mol0426	mol426	0	-77.557495	-42.375450	-35.182049	4.490201
2hoj_LIGfilip-balloon_mol0427	mol427	0	-18.866238	-38.214760	19.348522	11.171477
2hoj_LIGfilip-balloon_mol0428	mol428	0	-22.716536	-44.903053	22.186518	8.051240
2hoj_LIGfilip-balloon_mol0429	mol429	0	-20.529163	-39.407547	18.878384	6.509515
2hoj_LIGfilip-balloon_mol0430	mol430	0	1.163296	-43.526485	44.689781	10.132473
2hoj_LIGfilip-balloon_mol0431	mol431	0	-34.307167	-46.454639	12.147474	9.217725
2hoj_LIGfilip-balloon_mol0432	mol432	0	3.022148	-42.423904	45.446053	7.964680
2hoj_LIGfilip-balloon_mol0433	mol433	0	-51.737175	-42.460197	-9.276979	5.895401
2hoj_LIGfilip-balloon_mol0434	mol434	0	-38.924503	-37.824455	-1.100050	2.512540
2hoj_LIGfilip-balloon_mol0435	mol435	0	-53.670170	-37.930565	-15.739605	7.411289
2hoj_LIGfilip-balloon_mol0436	mol436	0	-72.204498	-31.260471	-40.944023	6.596805
2hoj_LIGfilip-balloon_mol0437	mol437	0	-68.411415	-24.898251	-43.513165	4.775139
2hoj_LIGfilip-balloon_mol0438	mol438	0	-3.047848	-45.565025	42.517178	15.866945
2hoj_LIGfilip-balloon_mol0439	mol439	0	-33.475082	-53.704643	20.229559	14.684221
2hoj_LIGfilip-balloon_mol0440	mol440	0	-25.050583	-41.350201	16.299618	5.398734
2hoj_LIGfilip-balloon_mol0441	mol441	0	-54.683979	-39.575489	-15.108491	12.782695
2hoj_LIGfilip-balloon_mol0442	mol442	0	-29.114773	-47.799122	18.684349	12.050978
2hoj_LIGfilip-balloon_mol0443	mol443	0	4.160870	-38.279274	42.440144	15.043794
2hoj_LIGfilip-balloon_mol0444	mol444	0	-72.674927	-32.917873	-39.757050	11.536253
2hoj_LIGfilip-balloon_mol0445	mol445	0	-76.249413	-34.850601	-41.398811	2.694230
2hoj_LIGfilip-balloon_mol0446	mol446	0	4.625156	-37.983807	42.608963	7.419586
2hoj_LIGfilip-balloon_mol0447	mol447	0	-64.185387	-30.136419	-34.048969	8.373517
2hoj_LIGfilip-balloon_mol0448	mol448	0	-20.082367	-39.634975	19.552608	7.667666
2hoj_LIGfilip-balloon_mol0449	mol449	0	-37.073433	-54.788700	17.715269	13.830696
2hoj_LIGfilip-balloon_mol0450	mol450	0	-17.319345	-38.430775	21.111429	5.211855
2hoj_LIGfilip-balloon_mol0451	mol451	0	-75.193085	-30.821255	-44.371830	8.053885
2hoj_LIGfilip-balloon_mol0452	mol452	0	-21.776844	-41.899944	20.123100	10.593736
2hoj_LIGfilip-balloon_mol0453	mol453	0	1.491505	-39.521332	41.012836	4.781432
2hoj_LIGfilip-balloon_mol0454	mol454	0	-107.451019	-41.444065	-66.006958	4.779144
2hoj_LIGfilip-balloon_mol0455	mol455	0	-105.546249	-35.749798	-69.796448	10.542325
2hoj_LIGfilip-balloon_mol0456	mol456	0	-107.233109	-42.645916	-64.587189	12.882216
2hoj_LIGfilip-balloon_mol0457	mol457	0	-2.599995	-49.071735	46.471741	10.377693
2hoj_LIGfilip-balloon_mol0458	mol458	0	-73.273865	-35.526264	-37.747604	10.405272
2hoj_LIGfilip-balloon_mol0459	mol459	0	-1.852787	-45.094456	43.241669	17.578079
2hoj_LIGfilip-balloon_mol0460	mol460	0	-85.352684	-38.195854	-47.156830	3.167430
2hoj_LIGfilip-balloon_mol0461	mol461	0	-17.909559	-41.074387	23.164827	14.909848
2hoj_LIGfilip-balloon_mol0462	mol462	0	-75.934692	-33.083733	-42.850956	3.054914
2hoj_LIGfilip-balloon_mol0463	mol463	0	-95.771004	-29.030962	-66.740044	3.146423
2hoj_LIGfilip-balloon_mol0464	mol464	0	-72.371056	-35.037014	-37.334042	3.474416
2hoj_LIGfilip-balloon_mol0465	mol465	0	-66.710632	-35.011898	-31.698736	3.346443
2hoj_LIGfilip-balloon_mol0466	mol466	0	1.195316	-41.944523	43.139839	7.120309
2hoj_LIGfilip-balloon_mol0467	mol467	0	-50.230026	-40.077904	-10.152124	6.846611
2hoj_LIGfilip-balloon_mol0468	mol468	0	-103.540970	-34.448650	-69.092323	3.534524
2hoj_LIGfilip-balloon_mol0469	mol469	0	-15.868111	-36.353565	20.485455	3.227667
2hoj_LIGfilip-balloon_mol0470	mol470	0	-54.769119	-40.398903	-14.370217	5.108397
2hoj_LIGfilip-balloon_mol0471	mol471	0	-69.930618	-39.455727	-30.474892	6.279993
2hoj_LIGfilip-balloon_mol0472	mol472	0	-11.168396	-49.388565	38.220169	12.173155
2hoj_LIGfilip-balloon_mol0473	mol473	0	-63.738743	-30.976837	-32.761906	11.231513
2hoj_LIGfilip-balloon_mol0474	mol474	0	-46.947891	-42.881432	-4.066460	7.289279
2hoj_LIGfilip-balloon_mol0475	mol475	0	-71.683868	-32.936699	-38.747169	6.400114
2hoj_LIGfilip-balloon_mol0476	mol476	0	-73.051697	-35.888824	-37.162872	4.396557
2hoj_LIGfilip-balloon_mol0477	mol477	0	-110.974396	-36.902748	-74.071648	4.605625
2hoj_LIGfilip-balloon_mol0478	mol478	0	-49.397186	-35.784321	-13.612865	5.184746
2hoj_LIGfilip-balloon_mol0479	mol479	0	3.702141	-35.892967	39.595108	7.530586
2hoj_LIGfilip-balloon_mol0480	mol480	0	-15.463495	-34.399937	18.936441	10.320024
2hoj_LIGfilip-balloon_mol0481	mol481	0	-44.229225	-34.275146	-9.954077	10.951253
2hoj_LIGfilip-balloon_mol0482	mol482	0	-45.517063	-38.001759	-7.515306	7.315538
2hoj_LIGfilip-balloon_mol0483	mol483	0	-73.283249	-37.195831	-36.087418	8.257380
2hoj_LIGfilip-balloon_mol0484	mol484	0	-15.214191	-31.275129	16.060938	7.018983
2hoj_LIGfilip-balloon_mol0485	mol485	0	-71.485886	-38.803463	-32.682423	8.963822
2hoj_LIGfilip-balloon_mol0486	mol486	0	-77.913200	-42.433376	-35.479824	7.481780
2hoj_LIGfilip-balloon_mol0487	mol487	0	-6.310619	-48.671215	42.360596	10.456998
2hoj_LIGfilip-balloon_mol0488	mol488	0	-68.188080	-30.901857	-37.286221	2.168469
2hoj_LIGfilip-balloon_mol0489	mol489	0	-67.802216	-29.361885	-38.440334	3.866408
2hoj_LIGfilip-balloon_mol0490	mol490	0	-23.911934	-42.298462	18.386528	4.433680
2hoj_LIGfilip-balloon_mol0491	mol491	0	-74.777496	-38.158035	-36.619461	10.425116
2hoj_LIGfilip-balloon_mol0492	mol492	0	-67.160217	-34.991417	-32.168797	6.617249
2hoj_LIGfilip-balloon_mol0493	mol493	0	-68.175728	-35.644230	-32.531498	3.780073
2hoj_LIGfilip-balloon_mol0494	mol494	0	-14.705715	-35.389626	20.683910	13.820233
2hoj_LIGfilip-balloon_mol0495	mol495	0	7.054695	-35.881554	42.936249	6.131289
2hoj_LIGfilip-balloon_mol0496	mol496	0	-19.679394	-36.067982	16.388588	12.673744
2hoj_LIGfilip-balloon_mol0497	mol497	0	-51.334152	-37.065357	-14.268793	3.735530
2hoj_LIGfilip-balloon_mol0498	mol498	0	-72.894485	-31.587221	-41.307262	14.904458
2hoj_LIGfilip-balloon_mol0499	mol499	0	-5.049770	-38.761574	33.711803	9.919219
2hoj_LIGfilip-balloon_mol0500	mol500	0	-79.250885	-34.558395	-44.692490	6.204569
2hoj_LIGfilip-balloon_mol0501	mol501	0	-99.354752	-36.714283	-62.640472	4.079149
2hoj_LIGfilip-balloon_mol0502	mol502	0	-15.477951	-36.166187	20.688236	5.537778
2hoj_LIGfilip-balloon_mol0503	mol503	0	-69.061996	-28.364077	-40.697918	5.839929
2hoj_LIGfilip-balloon_mol0504	mol504	0	-72.631165	-36.237011	-36.394150	5.218726
2hoj_LIGfilip-balloon_mol0505	mol505	0	-26.312906	-38.205696	11.892790	8.066313
2hoj_LIGfilip-balloon_mol0506	mol506	0	-5.102249	-46.584412	41.482162	9.842495
2hoj_LIGfilip-balloon_mol0507	mol507	0	-31.961224	-53.534557	21.573334	15.559711
2hoj_LIGfilip-balloon_mol0508	mol508	0	-14.877256	-33.481266	18.604010	13.972179
2hoj_LIGfilip-balloon_mol0509	mol509	0	-73.355934	-30.327076	-43.028858	3.623090
2hoj_LIGfilip-balloon_mol0510	mol510	0	-13.387159	-35.303726	21.916567	12.195444
2hoj_LIGfilip-balloon_mol0511	mol511	0	-50.303345	-47.060726	-3.242619	10.151776
2hoj_LIGfilip-balloon_mol0512	mol512	0	-35.254410	-54.355339	19.100927	8.460805
2hoj_LIGfilip-balloon_mol0513	mol513	0	-1.181290	-43.683155	42.501865	11.466048
2hoj_LIGfilip-balloon_mol0514	mol514	0	-101.100021	-34.626362	-66.473656	3.598590
2hoj_LIGfilip-balloon_mol0515	mol515	0	-73.296867	-40.545307	-32.751560	7.784282
2hoj_LIGfilip-balloon_mol0516	mol516	0	-18.423304	-39.303608	20.880304	5.362528
2hoj_LIGfilip-balloon_mol0517	mol517	0	1.452267	-40.178738	41.631004	20.305573
2hoj_LIGfilip-balloon_mol0518	mol518	0	-54.068665	-51.043274	-3.025389	10.792576
2hoj_LIGfilip-balloon_mol0519	mol519	0	-45.394455	-35.507568	-9.886888	3.395295
2hoj_LIGfilip-balloon_mol0520	mol520	0	-3.953976	-45.168301	41.214325	10.422131
2hoj_LIGfilip-balloon_mol0521	mol521	0	-71.963760	-37.577534	-34.386227	3.139032
2hoj_LIGfilip-balloon_mol0522	mol522	0	-16.462170	-33.581974	17.119804	3.969656
2hoj_LIGfilip-balloon_mol0523	mol523	0	-95.621628	-31.763971	-63.857658	0.558192
2hoj_LIGfilip-balloon_mol0524	mol524	0	-17.193171	-37.912754	20.719584	4.201255
2hoj_LIGfilip-balloon_mol0525	mol525	0	-46.149509	-33.362427	-12.787083	9.548386
2hoj_LIGfilip-balloon_mol0526	mol526	0	-19.158768	-32.680897	13.522129	6.605523
2hoj_LIGfilip-balloon_mol0527	mol527	0	-6.316833	-50.464516	44.147682	10.888783
2hoj_LIGfilip-balloon_mol0528	mol528	0	-45.410027	-38.674011	-6.736014	5.164007
2hoj_LIGfilip-balloon_mol0529	mol529	0	10.140957	-40.043797	50.184753	6.106931
2hoj_LIGfilip-balloon_mol0530	mol530	0	-71.753464	-30.716331	-41.037136	14.887421
2hoj_LIGfilip-balloon_mol0531	mol531	0	-44.864632	-44.882580	0.017949	5.816541
2hoj_LIGfilip-balloon_mol0532	mol532	0	-23.121920	-41.666363	18.544443	11.131919
2hoj_LIGfilip-balloon_mol0533	mol533	0	-71.221191	-31.387201	-39.833992	8.763578
2hoj_LIGfilip-balloon_mol0534	mol534	0	-22.061707	-47.391788	25.330082	6.843159
2hoj_LIGfilip-balloon_mol0535	mol535	0	-67.528252	-34.440895	-33.087357	3.510353
2hoj_LIGfilip-balloon_mol0536	mol536	0	-70.205788	-37.008575	-33.197212	13.424367
2hoj_LIGfilip-balloon_mol0537	mol537	0	-71.908020	-35.764778	-36.143238	7.500748
2hoj_LIGfilip-balloon_mol0538	mol538	0	-3.248558	-45.652203	42.403645	13.550490
2hoj_LIGfilip-balloon_mol0539	mol539	0	-22.067360	-40.278412	18.211052	4.835961
2hoj_LIGfilip-balloon_mol0540	mol540	0	-19.406315	-39.111809	19.705494	12.079645
2hoj_LIGfilip-balloon_mol0541	mol541	0	-19.779173	-36.116043	16.336870	6.626239
2hoj_LIGfilip-balloon_mol0542	mol542	0	-70.375999	-32.515373	-37.860626	3.618633
2hoj_LIGfilip-balloon_mol0543	mol543	0	-17.132387	-37.294666	20.162279	9.688416
2hoj_LIGfilip-balloon_mol0544	mol544	0	-16.379944	-33.935909	17.555965	4.406291
2hoj_LIGfilip-balloon_mol0545	mol545	0	-70.197952	-34.085026	-36.112930	3.408210
2hoj_LIGfilip-balloon_mol0546	mol546	0	-80.832397	-35.519131	-45.313271	5.944534
2hoj_LIGfilip-balloon_mol0547	mol547	0	-73.072510	-34.599476	-38.473034	3.789386
2hoj_LIGfilip-balloon_mol0548	mol548	0	-0.345249	-32.874199	32.528950	10.517678
2hoj_LIGfilip-balloon_mol0549	mol549	0	-70.473831	-25.824352	-44.649483	4.310513
2hoj_LIGfilip-balloon_mol0550	mol550	0	-19.535507	-40.118958	20.583450	6.081793
2hoj_LIGfilip-balloon_mol0551	mol551	0	-30.507799	-47.085285	16.577486	10.136177
2hoj_LIGfilip-balloon_mol0552	mol552	0	-74.954956	-33.865345	-41.089615	4.548685
2hoj_LIGfilip-balloon_mol0553	mol553	0	-103.392685	-35.253731	-68.138954	5.512286
2hoj_LIGfilip-balloon_mol0554	mol554	0	-66.742661	-30.350657	-36.392006	2.832716
2hoj_LIGfilip-balloon_mol0555	mol555	0	-21.654739	-37.812679	16.157940	8.155385
2hoj_LIGfilip-balloon_mol0556	mol556	0	-69.092110	-33.656033	-35.436077	3.600109
2hoj_LIGfilip-balloon_mol0557	mol557	0	-105.675011	-36.135925	-69.539085	7.966874
2hoj_LIGfilip-balloon_mol0558	mol558	0	-64.880272	-31.023420	-33.856853	2.285351
2hoj_LIGfilip-balloon_mol0559	mol559	0	-23.053350	-45.640041	22.586691	9.486217
2hoj_LIGfilip-balloon_mol0560	mol560	1	-60.993397	-23.240940	-37.752457	0.176346
2hoj_LIGfilip-balloon_mol0561	mol561	0	-15.996143	-36.312962	20.316818	3.430373
2hoj_LIGfilip-balloon_mol0562	mol562	0	-71.885727	-29.583374	-42.302349	1.556865
2hoj_LIGfilip-balloon_mol0563	mol563	0	-15.212475	-35.057320	19.844845	10.632284
2hoj_LIGfilip-balloon_mol0564	mol564	0	-42.660149	-36.033283	-6.626864	7.313980
